"","city","avgRating"
"26850","Upper Marlboro",0.913
"26851","Cambridge",NA
"26852","Powellville",NA
"26853","West Denton",NA
"26854","Willows",NA
"26855","Cheltenham",0.913
"26856","Mount Zion",0.912
"26857","Bowling Green",NA
"26858","Westphalia",0.913
"26859","Burtonsville",0.914
"26860","Kettering",0.913
"26861","Zihlman",NA
"26862","Church Hill",0.934
"26863","Denton",NA
"26864","Kentland",0.91
"26865","Annapolis",0.91
"26866","Wheaton",0.911
"26867","Shawan",NA
"26868","Tilghman Island",NA
"26869","Coleman",NA
"26870","Federal Hill",0.916
"26871","Chewsville",0.912
"26872","Lower Marlboro",0.907
"26873","Woodfield",0.915
"26874","Palmer Park",0.913
"26875","Chesapeake City",NA
"26876","Sharpsburg",0.92
"26877","Severna Park",0.911
"26878","West Laurel",0.914
"26879","Cedar Grove",0.915
"26880","Lexington Park",NA
"26881","Carmichael",NA
"26882","Swanton",NA
"26883","Halethorpe",0.909
"26884","Barnesville",0.916
"26885","Ocean",NA
"26886","Mountain Lake Park",NA
"26887","Deal Island",NA
"26888","Morgnec",NA
"26889","Carlos",NA
"26890","Jonestown",0.909
"26891","Ernstville",NA
"26892","Brooklyn Park",0.908
"26893","Crofton",0.91
"26894","Hillandale",0.913
"26895","Toddville",NA
"26896","Melitota",0.914
"26897","Glassmanor",0.911
"26898","Accokeek",0.913
"26899","Marlow Heights",0.91
"26900","Saint James",0.908
"26901","Salisbury",NA
"26902","Upper Crossroads",NA
"26903","Hampstead",0.915
"26904","Pinehurst",0.915
"26905","Loch Lynn Heights",NA
"26906","Locust Grove",NA
"26907","Crownsville",0.911
"26908","Ewell",0.869
"26909","North East",0.923
"26910","Wittman",NA
"26911","Newark",NA
"26912","Long Meadow",0.911
"26913","Spring Ridge",0.911
"26914","Cecilton",0.919
"26915","Indian Springs",NA
"26916","Brunswick",0.912
"26917","Largo",0.913
"26918","Owings Mills",0.919
"26919","Walker Mill",0.91
"26920","La Plata",0.91
"26921","Joppatowne",NA
"26922","Highland Beach",0.907
"26923","Barber",NA
"26924","Boonsboro",0.909
"26925","Takoma Park",0.911
"26926","Forest Hill",NA
"26927","Solomons",NA
"26928","Hickory",NA
"26929","Grantsville",NA
"26930","Beverly Beach",0.91
"26931","Chevy Chase Section Five",0.911
"26932","Walkersville",0.919
"26933","Woodstock",0.905
"26934","Webster",NA
"26935","Herald Harbor",0.908
"26936","Chesapeake Ranch Estates",NA
"26937","Port Tobacco",0.91
"26938","Elk Neck",NA
"26939","Worton",0.916
"26940","Davidsonville",0.911
"26941","Gibson Island",0.915
"26942","Deer Park",NA
"26943","Fruitland",NA
"26944","Elkton",NA
"26945","Towson",0.918
"26946","Bethesda",0.911
"26947","Sharptown",NA
"26948","Sudlersville",0.935
"26949","Damascus",0.916
"26950","Chesterville",NA
"26951","Jefferson",0.911
"26952","East New Market",NA
"26953","Harmony",NA
"26954","Owings",0.907
"26955","Ballenger Creek",0.919
"26956","Edesville",0.915
"26957","Discovery",0.917
"26958","Glenmont",0.915
"26959","Queen Anne",NA
"26960","Williamsport",0.912
"26961","Emmorton",NA
"26962","Manchester",0.922
"26963","Langley Park",0.911
"26964","Fairhaven",0.911
"26965","Kennedyville",NA
"26966","Ocean Pines",NA
"26967","Whiteford",0.922
"26968","Forest Heights",0.911
"26969","Carsins",NA
"26970","Reid",0.912
"26971","Fountain Green",NA
"26972","Clinton",0.91
"26973","Catonsville",0.912
"26974","National",NA
"26975","Charlton",0.913
"26976","Dodge Park",0.913
"26977","New Carrollton",0.912
"26978","Brookview",NA
"26979","White Plains",0.916
"26980","Calvert",0.914
"26981","Mardela Springs",NA
"26982","Chaptico",0.934
"26983","Princess Anne",NA
"26984","Chevy Chase",0.911
"26985","Jarrettsville",NA
"26986","Aquasco",0.905
"26987","Sabillasville",0.906
"26988","Fairlee",0.914
"26989","Brinklow",0.914
"26990","Starr",NA
"26991","Spring Gap",NA
"26992","Hollywood",0.922
"26993","Tracys Landing",0.911
"26994","Kentmore Park",NA
"26995","Riderwood",0.918
"26996","Myersville",0.915
"26997","Jugtown",0.908
"26998","Churchville",NA
"26999","Harmans",0.911
"27000","Great Falls",0.915
"27001","Matthews",NA
"27002","Kent Narrows",0.915
"27003","Silesia",0.914
"27004","Rockville",0.915
"27005","Hagerstown",0.91
"27006","Pinesburg",0.913
"27007","Shady Side",0.906
"27008","Carney",0.912
"27009","Buckeystown",0.906
"27010","Bel Alton",0.909
"27011","Ruthsburg",0.92
"27012","Millington",0.936
"27013","Oldtown",NA
"27014","Baden",0.909
"27015","Madonna",NA
"27016","Crisfield",NA
"27017","Kingsville",NA
"27018","Pocomoke City",NA
"27019","Farmington",0.916
"27020","Westminster",0.917
"27021","Dares Beach",NA
"27022","Saint Marys City",0.929
"27023","Four Corners",0.911
"27024","Danville",NA
"27025","Garrett Park",0.911
"27026","Vale Summit",NA
"27027","Edgewood",NA
"27028","Rohrersville",0.91
"27029","Unionville",NA
"27030","Sandy Bottom",0.914
"27031","Price",0.92
"27032","Sweet Air",NA
"27033","Leonardtown",0.934
"27034","Craigtown",0.918
"27035","Whaleyville",NA
"27036","Nikep",NA
"27037","Hall",0.913
"27038","Tolchester Beach",0.915
"27039","Shepperd",NA
"27040","Frederick",0.914
"27041","Nanticoke",NA
"27042","Waldorf",0.916
"27043","Mechanicsville",0.921
"27044","Chevy Chase Section Three",0.911
"27045","Rawlings",NA
"27046","Finzel",NA
"27047","Pleasant Grove",NA
"27048","Rosedale",0.915
"27049","Goldsboro",0.911
"27050","Forestville",0.913
"27051","Leitersburg",0.909
"27052","Galena",NA
"27053","Bakersville",0.909
"27054","Halfway",0.908
"27055","Hillcrest Heights",0.911
"27056","Brookeville",0.911
"27057","Clarksville",0.914
"27058","Longwoods",NA
"27059","Silver Spring",0.911
"27060","Libertytown",0.915
"27061","Severn",0.914
"27062","Chevy Chase View",0.911
"27063","Henderson",0.913
"27064","Creswell",NA
"27065","Smithsburg",0.909
"27066","Perry Hall",0.912
"27067","Havre de Grace",NA
"27068","Bowie",0.91
"27069","Smith Island",0.873
"27070","Fairplay",0.907
"27071","Ridgely",NA
"27072","Newtown",NA
"27073","Bridgetown",0.925
"27074","North Kensington",0.911
"27075","Chestertown",0.917
"27076","Accident",NA
"27077","Rosaryville",0.913
"27078","Level",0.923
"27079","Dublin",0.924
"27080","Cheverly",0.91
"27081","Montgomery Village",0.915
"27082","Marlboro Meadows",0.913
"27083","Lusby",NA
"27084","Normans",0.914
"27085","West Pocomoke",NA
"27086","Chevy Chase Village",0.911
"27087","New Windsor",0.923
"27088","Randle Cliff Beach",0.909
"27089","Tunis Mills",NA
"27090","Trappe",NA
"27091","Cearfoss",0.912
"27092","Dargan",0.914
"27093","Gilmore",NA
"27094","Darlington",0.932
"27095","Allen",NA
"27096","Shawsville",0.918
"27097","Delmar",NA
"27098","Dawsonville",0.913
"27099","San Mar",0.91
"27100","Saint Leonard",NA
"27101","Robinwood",0.91
"27102","South Kensington",0.911
"27103","Colmar Manor",0.911
"27104","Lake Shore",0.915
"27105","Mount Airy",0.911
"27106","Rose Haven",0.906
"27107","Huntingtown",0.906
"27108","Putnam",NA
"27109","Perryville",0.918
"27110","Suitland",0.91
"27111","Glenarden",0.913
"27112","Liberty Grove",0.924
"27113","Flintstone",NA
"27114","Norbeck",0.912
"27115","Bryans Road",0.912
"27116","Joppa",NA
"27117","Layhill",0.913
"27118","Bridgeport",0.91
"27119","Berlin",NA
"27120","Greenbelt",0.912
"27121","Galestown",NA
"27122","Jacobsville",0.912
"27123","Pisgah",0.912
"27124","North Brentwood",0.911
"27125","Bivalve",NA
"27126","Clear Spring",NA
"27127","Queenstown",0.898
"27128","Jessup",0.914
"27129","Spencerville",0.911
"27130","Croom",0.913
"27131","Mount Harmony",0.907
"27132","Mattawoman",0.916
"27133","Oxon Hill",0.911
"27134","North Potomac",0.912
"27135","Friendship",0.911
"27136","Fulton",0.914
"27137","Tall Timbers",0.932
"27138","Eldersburg",0.919
"27139","Wye Mills",NA
"27140","Calvert Beach",NA
"27141","Dawson",NA
"27142","North Bethesda",0.915
"27143","Aberdeen",NA
"27144","Edgemont",0.909
"27145","Rossmoor",0.915
"27146","Mapleville",0.913
"27147","Rockdale",0.919
"27148","South Laurel",0.914
"27149","Bay View",0.918
"27150","Piscataway",0.913
"27151","Ilchester",0.911
"27152","Lawsonia",NA
"27153","Bartonsville",0.91
"27154","Harwood",0.913
"27155","Riverside",NA
"27156","North Chevy Chase",0.911
"27157","Camp Springs",0.91
"27158","Klondike",NA
"27159","Bozman",NA
"27160","Butlertown",NA
"27161","Sunnybrook",0.912
"27162","Chance",NA
"27163","Edmonston",0.91
"27164","California",NA
"27165","Lynch",0.915
"27166","Pine Orchard",0.908
"27167","Arden on the Severn",0.911
"27168","Ritchie",0.913
"27169","Rock Point",0.919
"27170","Germantown",0.915
"27171","Claiborne",NA
"27172","Riverdale Park",0.91
"27173","Arbutus",0.909
"27174","Pomonkey",0.912
"27175","Rosemont",0.919
"27176","Harrisonville",0.919
"27177","Tyaskin",NA
"27178","Dominion",0.915
"27179","District Heights",0.91
"27180","Cornersville",NA
"27181","Secretary",NA
"27182","Ringgold",0.9
"27183","Overlea",0.915
"27184","Ellicott City",0.908
"27185","Church Creek",NA
"27186","Derwood",0.912
"27187","Mount Lena",0.91
"27188","Downsville",0.907
"27189","Bladensburg",0.91
"27190","Cockeysville",0.912
"27191","Bethlehem",NA
"27192","Edgewater",0.907
"27193","Avenue",0.933
"27194","Simpsonville",0.914
"27195","Cumberland",NA
"27196","Drum Point",NA
"27197","Clarksburg",0.915
"27198","Potomac",0.915
"27199","Middle River",0.915
"27200","Elliott",NA
"27201","Cordova",NA
"27202","Friendly",0.91
"27203","Glenn Dale",0.91
"27204","Georgetown",0.914
"27205","Templeville",0.918
"27206","Luke",NA
"27207","Dames Quarter",NA
"27208","New Market",0.901
"27209","Elk Mills",0.923
"27210","Galesville",0.91
"27211","Kitzmiller",NA
"27212","Fairview",0.913
"27213","Birdsville",0.91
"27214","Oxford",NA
"27215","Chillum",0.911
"27216","Landover",0.91
"27217","Glen Echo",0.911
"27218","Quantico",NA
"27219","Furnace Branch",0.908
"27220","Fort Washington",0.914
"27221","Yarrowsburg",0.92
"27222","Potomac Park",NA
"27223","Point of Rocks",0.916
"27224","Monkton",NA
"27225","Timonium",0.912
"27226","Glen Arm",0.912
"27227","Bristol",0.913
"27228","Fairbank",NA
"27229","Garrison",0.914
"27230","Riviera Beach",0.918
"27231","Roberts",0.928
"27232","Hampton",0.912
"27233","Saint Charles",0.916
"27234","Grasonville",NA
"27235","Darnestown",0.913
"27236","Mount Briar",0.91
"27237","Kemp Mill",0.911
"27238","Tolchester",0.915
"27239","Gorman",NA
"27240","Williston",NA
"27241","Pikesville",0.918
"27242","West Ocean City",NA
"27243","Milford Mill",0.919
"27244","Cobb Island",0.918
"27245","Woodmore",0.912
"27246","Kingstown",0.921
"27247","Woodland",NA
"27248","Bier",NA
"27249","Boyds",0.913
"27250","Rising Sun",0.917
"27251","Bloomington",NA
"27252","Landover Hills",0.91
"27253","Rossville",0.913
"27254","Milford",0.917
"27255","Bellevue",NA
"27256","Orchard Beach",0.917
"27257","Waterview",NA
"27258","Chaneyville",0.912
"27259","Barclay",0.932
"27260","Betterton",NA
"27261","Sandy Spring",0.911
"27262","Girdletree",NA
"27263","University Park",0.911
"27264","Odenton",0.914
"27265","East Riverdale",0.91
"27266","Gapland",0.908
"27267","White Hall",0.918
"27268","Big Pool",NA
"27269","Bel Air",NA
"27270","Big Spring",NA
"27271","Colesville",0.913
"27272","Olney",0.914
"27273","Parole",0.911
"27274","Sykesville",0.91
"27275","Riva",0.906
"27276","Whitehaven",NA
"27277","Taneytown",0.911
"27278","Mount Vernon",NA
"27279","Long Beach",NA
"27280","Jesterville",NA
"27281","Fishing Creek",NA
"27282","Marlton",0.913
"27283","Popes Creek",0.908
"27284","Little Orleans",NA
"27285","Pondsville",0.912
"27286","Garretts Mill",0.916
"27287","Bayside Beach",0.915
"27288","Marbury",0.914
"27289","Wenona",NA
"27290","Linthicum",0.911
"27291","Tilghmanton",0.907
"27292","Greensburg",0.909
"27293","Woodlawn",0.922
"27294","Port Deposit",0.924
"27295","Cresaptown",NA
"27296","Fairland",0.914
"27297","Grahamtown",NA
"27298","Rock Hall",0.915
"27299","Ellerslie",NA
"27300","Corriganville",NA
"27301","Hoopersville",NA
"27302","Vienna",NA
"27303","College Park",0.908
"27304","Taylors Island",NA
"27305","Chesapeake Beach",0.906
"27306","Moscow",NA
"27307","Travilah",0.915
"27308","Guilford",0.914
"27309","Perryman",NA
"27310","Cavetown",0.909
"27311","Hebbville",0.919
"27312","Silver Hill",0.91
"27313","Friendsville",NA
"27314","Eden",NA
"27315","Skipton",NA
"27316","Barton",NA
"27317","Mitchellville",0.912
"27318","Seabrook",0.912
"27319","Monrovia",0.899
"27320","Cottage City",0.911
"27321","Chester",0.914
"27322","White Oak",0.913
"27323","Brownsville",0.91
"27324","Seneca",0.913
"27325","Madison",NA
"27326","Maryland City",0.914
"27327","Essex",0.913
"27328","Blackhorse",NA
"27329","Ingleside",0.926
"27330","Hughesville",0.904
"27331","Baltimore Highlands",0.92
"27332","Edgemere",0.913
"27333","Midland",NA
"27334","Urbana",0.906
"27335","Scotland",0.928
"27336","Middletown",0.911
"27337","Comus",0.906
"27338","Ady",0.917
"27339","Bruceville",NA
"27340","Emmitsburg",0.906
"27341","Beallsville",0.916
"27342","Cedarhurst",0.906
"27343","Dayton",0.914
"27344","Mattapex",NA
"27345","Sherwood",NA
"27346","North Laurel",0.914
"27347","Sandy Hook",0.913
"27348","Prospect",0.922
"27349","Norwood",0.914
"27350","Deale",0.911
"27351","Westernport",NA
"27352","Randallstown",0.919
"27353","Franklin",NA
"27354","Ashton",0.911
"27355","Highland",0.914
"27356","Mount Aetna",0.909
"27357","Greensboro",0.913
"27358","Lansdowne",0.909
"27359","Barrelville",NA
"27360","Stockton",NA
"27361","Brookmont",0.911
"27362","McCoole",NA
"27363","Preston",NA
"27364","White Crystal Beach",NA
"27365","Lonaconing",NA
"27366","Fair Hill",0.92
"27367","Clarysville",NA
"27368","Hebron",NA
"27369","Crosby",0.914
"27370","Gaithersburg",0.912
"27371","Brighton",0.914
"27372","Poolesville",0.916
"27373","Laytonsville",0.915
"27374","Martins Additions",0.911
"27375","Washington Grove",0.912
"27376","Parsonsburg",NA
"27377","Neavitt",NA
"27378","Springdale",0.912
"27379","Hudson",NA
"27380","Eldorado",NA
"27381","Charlotte Hall",0.921
"27382","Lake Arbor",0.913
"27383","La Vale",NA
"27384","Granite",0.91
"27385","Braddock Heights",0.911
"27386","Dunkirk",0.913
"27387","Hillsboro",NA
"27388","Laurel",0.914
"27389","McDaniel",NA
"27390","Reisterstown",NA
"27391","Carrollton Manor",0.908
"27392","Manor",NA
"27393","Cherry Hill",0.925
"27394","Cabin John",0.911
"27395","Nanticoke Acres",NA
"27396","Mayo",0.906
"27397","Sunshine",0.914
"27398","Eagle Harbor",0.902
"27399","Elkridge",0.911
"27400","Morningside",0.91
"27401","Jacksonville",NA
"27402","Ferndale",0.908
"27403","Detmold",NA
"27404","Scaggsville",0.914
"27405","Bagtown",0.909
"27406","Arnold",0.908
"27407","Aspen Hill",0.915
"27408","Golden Beach",0.921
"27409","North Beach",0.906
"27410","Union Bridge",0.911
"27411","Baltimore",0.917
"27412","Brentwood",0.911
"27413","Broomes Island",NA
"27414","Abingdon",NA
"27415","Fairmount",NA
"27416","Pittsville",NA
"27417","Temple Hills",0.91
"27418","Hurlock",NA
"27419","Sunderland",0.907
"27420","Royal Oak",NA
"27421","Piney Point",0.932
"27422","Churchton",0.906
"27423","Cardiff",0.925
"27424","Oakland",NA
"27425","Pepperell",NA
"27426","Raynham Center",NA
"27427","Baldwinville",0.91
"27428","Woods Hole",0.868
"27429","Upton",NA
"27430","North Sudbury",NA
"27431","Arlington",NA
"27432","Tyngsboro",0.903
"27433","Devens",NA
"27434","White Horse Beach",NA
"27435","Walpole",NA
"27436","Barre",0.906
"27437","North Amherst",0.902
"27438","Sturbridge",0.906
"27439","Minot",NA
"27440","Boxford",0.899
"27441","Brookfield",0.908
"27442","Shelburne Falls",0.901
"27443","West Springfield",0.898
"27444","Milford",NA
"27445","Sandwich",0.891
"27446","South Westport",0.907
"27447","North Lakeville",0.9
"27448","White Island Shores",0.868
"27449","Hull",NA
"27450","Falmouth",NA
"27451","Marlborough",NA
"27452","Ocean Grove",0.913
"27453","Belchertown",0.903
"27454","Seconsett Island",NA
"27455","Athol",0.91
"27456","Brookline",NA
"27457","Quincy",NA
"27458","Westborough",NA
"27459","West Hanover",NA
"27460","North Eastham",NA
"27461","Yarmouth Port",NA
"27462","Shirley",NA
"27463","Monomoscoy Island",NA
"27464","Glenridge",NA
"27465","Chicopee",0.902
"27466","North Chelmsford",NA
"27467","Liberty Plain",NA
"27468","Holland",0.91
"27469","Marshfield Hills",NA
"27470","Beechwood",NA
"27471","Petersham",0.905
"27472","Lexington",NA
"27473","Swampscott",NA
"27474","Dedham",NA
"27475","Bellingham",NA
"27476","Northfield",0.911
"27477","Buzzards Bay",0.87
"27478","Webster",0.925
"27479","Waltham",NA
"27480","Medford",NA
"27481","Gloucester",0.899
"27482","Provincetown",NA
"27483","Boston",NA
"27484","West Yarmouth",0.903
"27485","Southville",NA
"27486","Duxbury",NA
"27487","Topsfield",NA
"27488","Stoneham",NA
"27489","Danvers",NA
"27490","Holbrook",NA
"27491","Groton",0.915
"27492","Belmont",NA
"27493","Andover",0.899
"27494","Turners Falls",0.909
"27495","Popponesset Island",NA
"27496","Haverhill",0.898
"27497","Hayden Row",NA
"27498","Rockport",0.892
"27499","North Falmouth",NA
"27500","West Wareham",0.884
"27501","Milton",NA
"27502","West Dennis",NA
"27503","Warren",0.907
"27504","Newton",NA
"27505","East Walpole",NA
"27506","Winchester",NA
"27507","Longmeadow",0.898
"27508","Standish",NA
"27509","Ocean Bluff",NA
"27510","Bridgewater",NA
"27511","Highland Lake",NA
"27512","Onset",NA
"27513","Pine Rest",NA
"27514","Williamstown",NA
"27515","West Brookfield",0.91
"27516","Burlington",NA
"27517","Ayer",0.916
"27518","Orange",0.908
"27519","Somerset",0.917
"27520","Reading",NA
"27521","Townsend",0.923
"27522","Seabrook",NA
"27523","Great Barrington",0.9
"27524","South Yarmouth",NA
"27525","Bondsville",0.903
"27526","Lee",0.895
"27527","Pittsfield",0.897
"27528","South Dartmouth",0.898
"27529","West Boxford",0.899
"27530","Everett",NA
"27531","Sagamore",NA
"27532","South Deerfield",0.9
"27533","Easthampton",0.899
"27534","Green Harbor",NA
"27535","Salem",NA
"27536","Hyannis",0.902
"27537","Brewster",NA
"27538","Cochituate",NA
"27539","Ware",0.905
"27540","Brockton",NA
"27541","Vineyard Haven",NA
"27542","Pigeon Cove",0.89
"27543","Granby",0.898
"27544","Barnstable",0.894
"27545","Manchester-by-the-Sea",NA
"27546","Bliss Corner",0.897
"27547","Harwich Port",NA
"27548","Russell",0.879
"27549","Accord",NA
"27550","North Adams",NA
"27551","South Acton",NA
"27552","Watertown",NA
"27553","Lynnfield",NA
"27554","Cheshire",NA
"27555","Chester",0.884
"27556","Littleton Common",NA
"27557","Dennis Port",NA
"27558","West Acton",NA
"27559","Westfield",0.898
"27560","North Cohasset",NA
"27561","Spencer",0.914
"27562","North Marshfield",NA
"27563","South Walpole",NA
"27564","South Dennis",NA
"27565","Cambridge",NA
"27566","Clinton",NA
"27567","Housatonic",NA
"27568","Cotuit",NA
"27569","North Brookfield",0.906
"27570","Somerville",NA
"27571","New Seabury",NA
"27572","Northampton",0.897
"27573","Hatfield",0.899
"27574","South Ashburnham",0.923
"27575","Methuen",0.902
"27576","Holyoke",0.901
"27577","Silver Lake",NA
"27578","North Pembroke",NA
"27579","Brookville",NA
"27580","Framingham",NA
"27581","Hanover Center",NA
"27582","Huntington",0.879
"27583","Wellesley",NA
"27584","Orleans",NA
"27585","Essex",0.898
"27586","Lenox",0.893
"27587","Forestdale",0.898
"27588","Sharon",NA
"27589","South Amherst",0.898
"27590","Pine Lake",NA
"27591","Foxborough",NA
"27592","Wamesit",0.899
"27593","Shawsheen Village",0.899
"27594","Newburyport",0.874
"27595","North Attleboro",NA
"27596","Chatham",NA
"27597","Ipswich",0.898
"27598","East Harwich",NA
"27599","Agawam",0.898
"27600","Marshfield Center",NA
"27601","Rexhame",NA
"27602","Marstons Mills",0.898
"27603","Fitchburg",0.926
"27604","North Scituate",NA
"27605","Deerfield",0.905
"27606","Lawrence",0.899
"27607","Fayville",NA
"27608","Nahant",NA
"27609","Revere",NA
"27610","Abington",NA
"27611","East Brookfield",0.906
"27612","Lunenburg",NA
"27613","Rowley",0.898
"27614","Hanson",NA
"27615","Saugus",NA
"27616","Dover",NA
"27617","Bourne",NA
"27618","Needham",NA
"27619","North Truro",NA
"27620","Greenbush",NA
"27621","New Bedford",0.895
"27622","Adams",NA
"27623","East Falmouth",NA
"27624","Wilbraham",0.902
"27625","North Plymouth",0.892
"27626","West Falmouth",NA
"27627","North Wilmington",NA
"27628","Franklin",NA
